customer_id,churn_flag,churn_reason,exit_month
15725679,1,Product not suitable,2023-04
15585865,1,Moved to another country,2024-01
15677020,1,Poor customer service,2023-10
15714485,1,Better rates elsewhere,2024-01
15682048,1,Better rates elsewhere,2023-10
15752081,1,Better rates elsewhere,2024-04
15775912,1,Product not suitable,2024-04
15671256,1,Too many fees,2023-01
15653849,1,Better rates elsewhere,2023-01
15776780,1,Better rates elsewhere,2024-01
15794142,1,Poor customer service,2024-01
15762729,1,Moved to another country,2023-04
15705953,1,Peer recommendation,2023-10
15802593,1,Too many fees,2023-04
15657284,1,Peer recommendation,2023-04
15775318,1,Better rates elsewhere,2023-04
15634844,1,Peer recommendation,2023-01
15665956,1,Product not suitable,2023-07
15651674,1,Digital experience issues,2023-04
15730076,1,Digital experience issues,2024-01
15607312,1,Too many fees,2023-01
15737741,1,Poor customer service,2023-07
15803689,1,Better rates elsewhere,2023-01
15718057,1,Digital experience issues,2024-04
15722010,1,Better rates elsewhere,2023-10
15591047,1,Digital experience issues,2023-10
15788291,1,Better rates elsewhere,2023-04
15637476,1,Poor customer service,2023-04
15683503,1,Too many fees,2023-07
15592387,1,Too many fees,2023-01
15745295,1,Product not suitable,2023-07
15766575,1,Better rates elsewhere,2023-10
15712403,1,Too many fees,2023-04
15811762,1,Digital experience issues,2023-01
15738181,1,Moved to another country,2024-04
15784844,1,Too many fees,2023-10
15640078,1,Moved to another country,2023-01
15698786,1,Poor customer service,2024-01
15569807,1,Poor customer service,2024-04
15664610,1,Moved to another country,2023-04
15715142,1,Poor customer service,2023-01
15600337,1,Better rates elsewhere,2023-04
15579334,1,Moved to another country,2023-07
15802741,1,Too many fees,2023-07
15727299,1,Peer recommendation,2024-01
15620204,1,Moved to another country,2024-01
15580148,1,Peer recommendation,2023-07
15807609,1,Moved to another country,2024-04
15721658,1,Better rates elsewhere,2024-04
15578761,1,Moved to another country,2023-01
15612525,1,Moved to another country,2023-01
15744607,1,Too many fees,2024-01
15612966,1,Better rates elsewhere,2023-10
15641675,1,Poor customer service,2024-04
15582741,1,Better rates elsewhere,2023-01
15637876,1,Better rates elsewhere,2023-10
15672056,1,Digital experience issues,2024-04
15677921,1,Peer recommendation,2023-01
15685329,1,Better rates elsewhere,2024-04
15584091,1,Better rates elsewhere,2024-01
15789158,1,Peer recommendation,2023-07
15712551,1,Better rates elsewhere,2023-10
15628936,1,Peer recommendation,2024-04
15571221,1,Poor customer service,2024-01
15756026,1,Too many fees,2023-01
15775306,1,Digital experience issues,2023-04
15806438,1,Too many fees,2024-01
15757811,1,Product not suitable,2023-04
15585888,1,Better rates elsewhere,2023-04
15707567,1,Digital experience issues,2023-04
15672012,1,Better rates elsewhere,2023-04
15794048,1,Better rates elsewhere,2023-10
15693864,1,Digital experience issues,2024-04
15809087,1,Better rates elsewhere,2024-01
15807663,1,Poor customer service,2023-07
15809100,1,Better rates elsewhere,2024-04
15756804,1,Peer recommendation,2023-01
15646810,1,Digital experience issues,2023-07
15692750,1,Poor customer service,2023-10
15585362,1,Better rates elsewhere,2024-01
15571928,1,Better rates elsewhere,2024-04
15743007,1,Poor customer service,2023-01
15772781,1,Poor customer service,2023-10
15669987,1,Too many fees,2023-01
15654700,1,Moved to another country,2023-01
15642041,1,Better rates elsewhere,2023-07
15794580,1,Better rates elsewhere,2024-04
15675964,1,Moved to another country,2023-07
15724848,1,Digital experience issues,2023-07
15792328,1,Peer recommendation,2023-07
15743411,1,Better rates elsewhere,2023-10
15753337,1,Better rates elsewhere,2023-10
15737795,1,Better rates elsewhere,2024-04
15613630,1,Better rates elsewhere,2023-07
15804586,1,Better rates elsewhere,2023-10
15745324,1,Better rates elsewhere,2024-04
15741336,1,Poor customer service,2023-04
15620981,1,Peer recommendation,2024-01
15660429,1,Moved to another country,2023-10
15731815,1,Digital experience issues,2023-07
15580956,1,Better rates elsewhere,2023-10
15570060,1,Too many fees,2023-07
15807008,1,Poor customer service,2023-04
15613749,1,Too many fees,2023-07
15681206,1,Moved to another country,2023-07
15701301,1,Better rates elsewhere,2023-10
15701602,1,Too many fees,2024-01
15569050,1,Better rates elsewhere,2023-01
15799811,1,Poor customer service,2024-04
15686936,1,Better rates elsewhere,2023-01
15602010,1,Too many fees,2023-07
15654673,1,Poor customer service,2024-04
15593969,1,Better rates elsewhere,2024-01
15644200,1,Too many fees,2023-10
15793949,1,Poor customer service,2023-10
15705860,1,Poor customer service,2023-04
15706534,1,Too many fees,2023-04
15631189,1,Too many fees,2024-04
15692744,1,Poor customer service,2023-07
15688963,1,Digital experience issues,2023-10
15680303,1,Too many fees,2023-01
15628674,1,Peer recommendation,2023-01
15648075,1,Peer recommendation,2024-01
15663438,1,Poor customer service,2023-10
15646513,1,Moved to another country,2024-01
15708063,1,Better rates elsewhere,2024-01
15585198,1,Too many fees,2024-01
15689081,1,Poor customer service,2024-04
15813168,1,Too many fees,2023-01
15660316,1,Moved to another country,2023-04
15592229,1,Product not suitable,2024-04
15798424,1,Better rates elsewhere,2024-01
15648800,1,Moved to another country,2023-10
15626147,1,Better rates elsewhere,2023-01
15592583,1,Poor customer service,2024-01
15789955,1,Product not suitable,2023-01
15596800,1,Better rates elsewhere,2023-01
15627305,1,Poor customer service,2023-10
15685309,1,Digital experience issues,2023-04
15566251,1,Poor customer service,2023-01
15694821,1,Poor customer service,2023-04
15669899,1,Better rates elsewhere,2023-10
15690007,1,Poor customer service,2023-01
15719348,1,Better rates elsewhere,2024-01
15781802,1,Digital experience issues,2024-04
15640454,1,Better rates elsewhere,2024-01
15588670,1,Poor customer service,2024-01
15782454,1,Better rates elsewhere,2023-07
15755638,1,Digital experience issues,2023-01
15719302,1,Too many fees,2023-01
15791279,1,Better rates elsewhere,2024-01
15589572,1,Digital experience issues,2023-07
15779947,1,Product not suitable,2023-10
15651052,1,Product not suitable,2024-01
15658969,1,Poor customer service,2024-01
15813590,1,Better rates elsewhere,2023-07
15674148,1,Moved to another country,2023-04
15625080,1,Better rates elsewhere,2023-10
15730038,1,Moved to another country,2023-10
15812272,1,Poor customer service,2023-04
15607537,1,Better rates elsewhere,2024-04
15658052,1,Poor customer service,2023-10
15814930,1,Moved to another country,2023-04
15610383,1,Too many fees,2023-04
15743532,1,Moved to another country,2024-04
15662291,1,Moved to another country,2024-01
15612064,1,Product not suitable,2024-01
15690182,1,Digital experience issues,2024-01
15779182,1,Better rates elsewhere,2023-10
15688880,1,Better rates elsewhere,2023-07
15683930,1,Product not suitable,2023-10
15800434,1,Product not suitable,2024-01
15709117,1,Better rates elsewhere,2024-04
15596181,1,Better rates elsewhere,2023-01
15644833,1,Too many fees,2024-01
15720702,1,Peer recommendation,2023-04
15665077,1,Poor customer service,2023-10
15629244,1,Better rates elsewhere,2023-04
15574331,1,Moved to another country,2023-04
15645572,1,Poor customer service,2024-04
15576683,1,Poor customer service,2023-10
15645511,1,Poor customer service,2023-01
15609824,1,Better rates elsewhere,2023-04
15691104,1,Product not suitable,2024-04
15635435,1,Better rates elsewhere,2023-01
15596552,1,Poor customer service,2023-01
15683403,1,Moved to another country,2023-10
15689514,1,Poor customer service,2023-07
15627232,1,Better rates elsewhere,2024-04
15722902,1,Moved to another country,2023-07
15771942,1,Better rates elsewhere,2023-10
15587233,1,Moved to another country,2023-01
15714466,1,Poor customer service,2023-04
15690647,1,Poor customer service,2024-01
15775295,1,Peer recommendation,2023-10
15684196,1,Better rates elsewhere,2024-01
15787835,1,Moved to another country,2023-01
15748797,1,Digital experience issues,2024-01
15754796,1,Poor customer service,2023-10
15628947,1,Peer recommendation,2024-04
15797276,1,Too many fees,2024-04
15612494,1,Better rates elsewhere,2023-01
15710164,1,Better rates elsewhere,2023-01
15596671,1,Moved to another country,2023-04
15799966,1,Poor customer service,2023-07
15574068,1,Better rates elsewhere,2024-01
15796334,1,Too many fees,2024-04
15598751,1,Digital experience issues,2024-04
15697311,1,Better rates elsewhere,2023-10
15585367,1,Poor customer service,2023-07
15676242,1,Better rates elsewhere,2023-07
15774882,1,Moved to another country,2024-04
15608653,1,Peer recommendation,2023-07
15571778,1,Better rates elsewhere,2023-01
15566211,1,Product not suitable,2024-04
15814846,1,Better rates elsewhere,2023-04
15670374,1,Peer recommendation,2023-10
15630725,1,Moved to another country,2023-07
15700212,1,Better rates elsewhere,2023-04
15716491,1,Poor customer service,2024-04
15625824,1,Product not suitable,2023-01
15634891,1,Too many fees,2023-04
15744517,1,Too many fees,2023-01
15590146,1,Better rates elsewhere,2023-04
15762277,1,Better rates elsewhere,2023-07
15798975,1,Poor customer service,2023-01
15738267,1,Better rates elsewhere,2023-07
15786800,1,Too many fees,2023-07
15782736,1,Better rates elsewhere,2023-04
15584364,1,Peer recommendation,2023-01
15709994,1,Digital experience issues,2023-01
15706815,1,Poor customer service,2023-10
15600991,1,Moved to another country,2024-04
15683124,1,Better rates elsewhere,2024-04
15670823,1,Digital experience issues,2023-07
15607133,1,Better rates elsewhere,2023-01
15725141,1,Better rates elsewhere,2023-07
15730394,1,Poor customer service,2023-01
15647842,1,Better rates elsewhere,2023-07
15751158,1,Too many fees,2023-04
15781553,1,Too many fees,2023-10
15649121,1,Poor customer service,2024-04
15777797,1,Moved to another country,2023-10
15588248,1,Better rates elsewhere,2023-10
15595303,1,Too many fees,2024-04
15634950,1,Poor customer service,2023-10
15685372,1,Better rates elsewhere,2023-04
15651533,1,Too many fees,2023-04
15585067,1,Moved to another country,2023-04
15633233,1,Poor customer service,2024-04
15752342,1,Poor customer service,2024-01
15663441,1,Better rates elsewhere,2023-04
15579706,1,Peer recommendation,2024-01
15716994,1,Better rates elsewhere,2023-07
15675896,1,Moved to another country,2023-07
15658057,1,Better rates elsewhere,2023-01
15713826,1,Digital experience issues,2023-01
15700854,1,Better rates elsewhere,2023-10
15605279,1,Digital experience issues,2023-07
15684269,1,Too many fees,2023-01
15578603,1,Moved to another country,2023-01
15765694,1,Poor customer service,2023-07
15568963,1,Too many fees,2023-10
15703820,1,Poor customer service,2023-04
15778410,1,Better rates elsewhere,2023-10
15704763,1,Moved to another country,2024-04
15701121,1,Better rates elsewhere,2023-07
15796313,1,Digital experience issues,2024-01
15689980,1,Digital experience issues,2023-04
15642002,1,Poor customer service,2023-07
15603846,1,Better rates elsewhere,2023-10
15753549,1,Moved to another country,2024-01
15764170,1,Better rates elsewhere,2023-01
15610446,1,Poor customer service,2023-10
15605037,1,Better rates elsewhere,2024-04
15711219,1,Digital experience issues,2024-01
15678727,1,Peer recommendation,2023-07
15740104,1,Better rates elsewhere,2023-10
15605275,1,Better rates elsewhere,2023-07
15804394,1,Better rates elsewhere,2023-10
15619343,1,Too many fees,2024-04
15758813,1,Product not suitable,2023-10
15589076,1,Poor customer service,2024-01
15758845,1,Better rates elsewhere,2024-04
15711455,1,Poor customer service,2024-01
15570601,1,Better rates elsewhere,2023-07
15690925,1,Better rates elsewhere,2023-10
15726494,1,Moved to another country,2023-01
15664754,1,Too many fees,2023-10
15643630,1,Product not suitable,2023-01
15629078,1,Digital experience issues,2023-01
15576644,1,Moved to another country,2024-01
15812198,1,Poor customer service,2023-01
15699772,1,Poor customer service,2023-04
15739858,1,Too many fees,2023-01
15638355,1,Better rates elsewhere,2023-07
15805637,1,Digital experience issues,2023-10
15629575,1,Peer recommendation,2024-04
15716609,1,Poor customer service,2023-04
15652693,1,Poor customer service,2024-04
15659651,1,Too many fees,2023-01
15607347,1,Digital experience issues,2023-07
15615456,1,Product not suitable,2023-10
15589793,1,Poor customer service,2024-01
15779176,1,Poor customer service,2024-04
15605286,1,Poor customer service,2024-01
15674922,1,Product not suitable,2024-04
15692416,1,Moved to another country,2024-01
15738318,1,Better rates elsewhere,2024-01
15772243,1,Moved to another country,2023-01
15585901,1,Better rates elsewhere,2023-07
15627876,1,Product not suitable,2024-04
15758606,1,Better rates elsewhere,2024-01
15657107,1,Too many fees,2023-07
15787189,1,Too many fees,2023-07
15666055,1,Moved to another country,2023-04
15755678,1,Product not suitable,2023-01
15725835,1,Better rates elsewhere,2023-04
15727384,1,Better rates elsewhere,2023-07
15732917,1,Better rates elsewhere,2023-07
15633043,1,Better rates elsewhere,2024-01
15606613,1,Poor customer service,2023-01
15658716,1,Better rates elsewhere,2023-10
15678146,1,Peer recommendation,2023-04
15710743,1,Better rates elsewhere,2023-10
15723008,1,Moved to another country,2024-01
15797160,1,Better rates elsewhere,2024-01
15610686,1,Better rates elsewhere,2024-01
15577078,1,Better rates elsewhere,2023-10
15571305,1,Poor customer service,2023-07
15629338,1,Product not suitable,2024-01
15750684,1,Better rates elsewhere,2023-07
15805303,1,Better rates elsewhere,2024-01
15780254,1,Digital experience issues,2024-04
15815626,1,Better rates elsewhere,2024-04
15813412,1,Moved to another country,2024-01
15668669,1,Better rates elsewhere,2023-01
15687658,1,Better rates elsewhere,2023-04
15757408,1,Moved to another country,2023-04
15769216,1,Digital experience issues,2023-10
15659931,1,Better rates elsewhere,2024-01
15795990,1,Moved to another country,2023-04
15718893,1,Digital experience issues,2023-04
15774857,1,Too many fees,2024-01
15651554,1,Better rates elsewhere,2023-04
15603851,1,Too many fees,2023-01
15599722,1,Poor customer service,2023-01
15704284,1,Too many fees,2023-07
15765518,1,Better rates elsewhere,2023-07
15758372,1,Too many fees,2024-01
15648794,1,Poor customer service,2023-07
15588614,1,Better rates elsewhere,2023-04
15630698,1,Product not suitable,2023-07
15694200,1,Product not suitable,2024-04
15721426,1,Poor customer service,2024-01
15805260,1,Poor customer service,2024-01
15738605,1,Poor customer service,2023-04
15762169,1,Better rates elsewhere,2023-10
15609998,1,Peer recommendation,2023-07
15583548,1,Moved to another country,2024-01
15735246,1,Product not suitable,2023-10
15791700,1,Moved to another country,2024-04
15809826,1,Better rates elsewhere,2024-01
15803749,1,Peer recommendation,2024-01
15736069,1,Poor customer service,2023-10
15713655,1,Moved to another country,2023-10
15633930,1,Product not suitable,2024-04
15712849,1,Poor customer service,2023-01
15639077,1,Poor customer service,2023-10
15648577,1,Poor customer service,2023-04
15633112,1,Too many fees,2023-10
15780038,1,Moved to another country,2023-04
15578799,1,Product not suitable,2024-01
15586264,1,Better rates elsewhere,2023-01
15629323,1,Moved to another country,2024-04
15777553,1,Digital experience issues,2023-01
15622217,1,Digital experience issues,2023-01
15570835,1,Product not suitable,2023-10
15808044,1,Too many fees,2024-04
15684951,1,Too many fees,2023-01
15783615,1,Poor customer service,2024-01
15789097,1,Digital experience issues,2023-04
15801265,1,Moved to another country,2023-04
15664543,1,Better rates elsewhere,2024-04
15582714,1,Poor customer service,2023-07
15621210,1,Too many fees,2023-07
15724223,1,Digital experience issues,2023-04
15624388,1,Poor customer service,2024-04
15581440,1,Poor customer service,2024-01
15654390,1,Moved to another country,2023-10
15595728,1,Better rates elsewhere,2023-07
15642345,1,Better rates elsewhere,2023-04
15706163,1,Better rates elsewhere,2023-04
15746708,1,Better rates elsewhere,2023-01
15787907,1,Poor customer service,2023-04
15646764,1,Poor customer service,2023-07
15678284,1,Moved to another country,2023-01
15726791,1,Poor customer service,2023-10
15710366,1,Better rates elsewhere,2023-04
15791053,1,Moved to another country,2023-10
15682600,1,Moved to another country,2023-10
15708212,1,Too many fees,2023-04
15578297,1,Too many fees,2023-10
15774151,1,Digital experience issues,2024-01
15778395,1,Better rates elsewhere,2024-04
15657342,1,Moved to another country,2023-04
15672374,1,Better rates elsewhere,2024-04
15809286,1,Better rates elsewhere,2023-07
15579130,1,Poor customer service,2023-07
15806027,1,Too many fees,2024-01
15603914,1,Poor customer service,2023-04
15661821,1,Moved to another country,2024-01
15689351,1,Poor customer service,2024-01
15782247,1,Poor customer service,2024-01
15769064,1,Better rates elsewhere,2024-04
15613189,1,Peer recommendation,2023-07
15792525,1,Better rates elsewhere,2023-10
15586976,1,Poor customer service,2023-07
15567980,1,Poor customer service,2023-07
15636089,1,Too many fees,2023-01
15727490,1,Too many fees,2024-04
15756920,1,Poor customer service,2023-07
15726403,1,Better rates elsewhere,2023-07
15704442,1,Better rates elsewhere,2023-01
15630617,1,Poor customer service,2023-10
15679249,1,Product not suitable,2023-04
15693199,1,Better rates elsewhere,2023-10
15760294,1,Poor customer service,2023-04
15778155,1,Moved to another country,2024-04
15666548,1,Too many fees,2024-01
15634974,1,Digital experience issues,2023-10
15689341,1,Poor customer service,2023-04
15744327,1,Product not suitable,2024-04
15759436,1,Better rates elsewhere,2023-07
15751561,1,Product not suitable,2024-01
15726490,1,Poor customer service,2024-04
15598086,1,Moved to another country,2023-01
15578809,1,Better rates elsewhere,2024-01
15752026,1,Better rates elsewhere,2023-04
15569571,1,Better rates elsewhere,2023-04
15769703,1,Too many fees,2023-04
15679770,1,Digital experience issues,2023-07
15791102,1,Poor customer service,2024-01
15755178,1,Better rates elsewhere,2024-04
15617197,1,Digital experience issues,2024-04
15631240,1,Peer recommendation,2023-04
15732270,1,Poor customer service,2023-10
15711834,1,Poor customer service,2024-01
15672144,1,Moved to another country,2023-04
15775905,1,Poor customer service,2023-10
15688691,1,Better rates elsewhere,2023-07
15592736,1,Better rates elsewhere,2024-04
15597896,1,Too many fees,2023-10
15731790,1,Poor customer service,2023-04
15787318,1,Better rates elsewhere,2024-01
15744582,1,Moved to another country,2023-01
15640846,1,Moved to another country,2023-01
15602735,1,Better rates elsewhere,2023-07
15800062,1,Moved to another country,2024-04
15775891,1,Better rates elsewhere,2023-10
15711789,1,Better rates elsewhere,2024-01
15680278,1,Too many fees,2023-01
15581036,1,Moved to another country,2023-04
15687162,1,Better rates elsewhere,2024-01
15759874,1,Peer recommendation,2023-04
15815490,1,Poor customer service,2023-04
15679410,1,Too many fees,2023-10
15688409,1,Better rates elsewhere,2023-10
15742272,1,Better rates elsewhere,2023-04
15635660,1,Better rates elsewhere,2024-04
15582325,1,Peer recommendation,2024-04
15760446,1,Poor customer service,2023-07
15641994,1,Digital experience issues,2024-01
15636999,1,Better rates elsewhere,2023-07
15639946,1,Moved to another country,2023-07
15729954,1,Better rates elsewhere,2023-04
15627352,1,Poor customer service,2023-10
15809178,1,Better rates elsewhere,2023-01
15806688,1,Peer recommendation,2023-07
15576824,1,Better rates elsewhere,2023-07
15592816,1,Better rates elsewhere,2023-04
15662098,1,Too many fees,2024-01
15658889,1,Too many fees,2023-10
15753332,1,Too many fees,2023-04
15767474,1,Too many fees,2024-01
15626787,1,Poor customer service,2024-04
15566708,1,Too many fees,2023-07
15730433,1,Better rates elsewhere,2023-07
15782468,1,Product not suitable,2023-04
15776233,1,Moved to another country,2023-04
15641416,1,Better rates elsewhere,2024-04
15771417,1,Better rates elsewhere,2024-01
15585100,1,Poor customer service,2023-04
15700487,1,Better rates elsewhere,2024-01
15747503,1,Better rates elsewhere,2023-01
15597930,1,Better rates elsewhere,2023-04
15723299,1,Moved to another country,2023-04
15618936,1,Digital experience issues,2024-01
15787529,1,Better rates elsewhere,2023-01
15600934,1,Moved to another country,2024-04
15785782,1,Digital experience issues,2024-04
15812513,1,Product not suitable,2024-01
15678572,1,Better rates elsewhere,2024-01
15776454,1,Better rates elsewhere,2023-10
15648489,1,Poor customer service,2023-01
15813067,1,Moved to another country,2023-01
15707968,1,Moved to another country,2023-01
15671591,1,Too many fees,2023-10
15669411,1,Poor customer service,2023-10
15789425,1,Poor customer service,2024-04
15624510,1,Better rates elsewhere,2023-04
15668575,1,Better rates elsewhere,2023-04
15628972,1,Poor customer service,2024-01
15617482,1,Too many fees,2023-07
15704583,1,Moved to another country,2023-10
15621083,1,Better rates elsewhere,2024-01
15649487,1,Too many fees,2023-07
15581198,1,Better rates elsewhere,2023-04
15724858,1,Better rates elsewhere,2023-07
15690188,1,Moved to another country,2024-04
15591915,1,Moved to another country,2023-04
15776348,1,Poor customer service,2023-04
15671655,1,Too many fees,2024-01
15789109,1,Poor customer service,2023-07
15605000,1,Poor customer service,2024-01
15577178,1,Product not suitable,2023-04
15595324,1,Digital experience issues,2024-04
15595228,1,Product not suitable,2023-04
15651983,1,Peer recommendation,2023-01
15655123,1,Better rates elsewhere,2024-04
15682268,1,Peer recommendation,2023-07
15684801,1,Too many fees,2024-04
15636428,1,Too many fees,2023-01
15720943,1,Poor customer service,2023-07
15697997,1,Better rates elsewhere,2024-04
15619653,1,Product not suitable,2024-04
15800061,1,Poor customer service,2023-04
15687491,1,Better rates elsewhere,2023-10
15779862,1,Digital experience issues,2024-04
15699247,1,Better rates elsewhere,2023-10
15570932,1,Poor customer service,2024-04
15609653,1,Digital experience issues,2024-01
15759066,1,Better rates elsewhere,2024-04
15814816,1,Too many fees,2024-01
15571059,1,Too many fees,2024-04
15779581,1,Poor customer service,2024-01
15745083,1,Poor customer service,2023-10
15794566,1,Moved to another country,2023-10
15697424,1,Peer recommendation,2023-07
15735878,1,Product not suitable,2024-04
15707596,1,Better rates elsewhere,2023-04
15622478,1,Moved to another country,2023-07
15636023,1,Product not suitable,2023-04
15663161,1,Too many fees,2023-01
15795224,1,Better rates elsewhere,2024-04
15721007,1,Moved to another country,2024-01
15813113,1,Peer recommendation,2023-10
15772073,1,Too many fees,2024-04
15701537,1,Better rates elsewhere,2024-01
15769596,1,Peer recommendation,2023-01
15775590,1,Digital experience issues,2023-04
15730688,1,Better rates elsewhere,2024-01
15810075,1,Moved to another country,2023-01
15724161,1,Poor customer service,2023-04
15569641,1,Poor customer service,2023-04
15801336,1,Poor customer service,2023-04
15746203,1,Product not suitable,2024-01
15583137,1,Too many fees,2024-01
15680752,1,Poor customer service,2023-07
15791373,1,Moved to another country,2023-07
15589449,1,Too many fees,2023-10
15764604,1,Moved to another country,2023-07
15750447,1,Poor customer service,2023-07
15631070,1,Better rates elsewhere,2023-04
15761950,1,Poor customer service,2023-07
15725794,1,Better rates elsewhere,2023-07
15678201,1,Poor customer service,2024-04
15603942,1,Moved to another country,2024-01
15733973,1,Peer recommendation,2023-07
15596761,1,Poor customer service,2024-01
15747097,1,Better rates elsewhere,2023-07
15713463,1,Peer recommendation,2024-01
15589715,1,Product not suitable,2024-04
15664907,1,Too many fees,2023-10
15588080,1,Product not suitable,2023-01
15717560,1,Digital experience issues,2024-04
15768151,1,Peer recommendation,2024-01
15579212,1,Better rates elsewhere,2023-01
15587419,1,Poor customer service,2023-01
15750335,1,Better rates elsewhere,2024-01
15778368,1,Better rates elsewhere,2023-07
15768072,1,Digital experience issues,2023-10
15654456,1,Better rates elsewhere,2023-10
15807525,1,Digital experience issues,2023-07
15611430,1,Poor customer service,2024-01
15793890,1,Peer recommendation,2023-10
15646091,1,Digital experience issues,2023-01
15596984,1,Better rates elsewhere,2024-04
15715622,1,Peer recommendation,2024-01
15627220,1,Better rates elsewhere,2024-04
15706071,1,Peer recommendation,2024-04
15801904,1,Better rates elsewhere,2023-10
15784320,1,Better rates elsewhere,2024-04
15628767,1,Digital experience issues,2023-07
15758116,1,Product not suitable,2023-01
15575119,1,Better rates elsewhere,2024-01
15799626,1,Better rates elsewhere,2023-04
15651352,1,Poor customer service,2023-01
15647385,1,Peer recommendation,2023-04
15631305,1,Moved to another country,2023-10
15603465,1,Poor customer service,2024-01
15750638,1,Digital experience issues,2024-01
15764431,1,Poor customer service,2023-10
15648881,1,Too many fees,2023-07
15749905,1,Better rates elsewhere,2023-01
15625175,1,Better rates elsewhere,2023-10
15643967,1,Better rates elsewhere,2024-01
15733234,1,Digital experience issues,2023-07
15721582,1,Digital experience issues,2024-01
15628219,1,Poor customer service,2023-07
15765982,1,Product not suitable,2024-04
15724863,1,Moved to another country,2024-01
15633352,1,Moved to another country,2024-04
15593736,1,Better rates elsewhere,2023-07
15710689,1,Better rates elsewhere,2024-04
15674678,1,Better rates elsewhere,2024-01
15745605,1,Poor customer service,2024-01
15606755,1,Moved to another country,2023-01
15612092,1,Better rates elsewhere,2023-04
15722965,1,Too many fees,2023-04
15789974,1,Better rates elsewhere,2023-10
15713370,1,Peer recommendation,2023-04
15791216,1,Poor customer service,2024-04
15627840,1,Product not suitable,2024-01
15806956,1,Poor customer service,2023-10
15807993,1,Better rates elsewhere,2024-04
